key,value
American Violet , 2749
Booty Call , 1212
Conviction , 1492
Home Sweet Hell , 2618
The Machine , 148
An American Rhapsody , 2749
The Day Silence Died , 2834
Metalhead , 2733
Brooklyn Babylon , 1338
Acts of Worship , 2748
Double Play: James Benning and Richard Linklater , 779
Dr. Seuss' The Cat in the Hat , 531
The Sisterhood of the Traveling Pants 2 , 2477
Sin City , 403
Eight Below , 401
Hunger , 1480
Terraferma , 2749
Deceptive Practice: The Mysteries and Mentors of Ricky Jay , 894
Eye of the Dolphin , 1591
Maps to the Stars , 2798
London - The Modern Babylon , 690
Cherish , 2048
Patti Smith: Dream of Life , 691
Peter Pan , 268
The Revolution Will Not Be Televised , 893
Missionary , 1741
The Man from U.N.C.L.E. , 823
Time Lapse , 150
Sweet November , 2018
Underworld: Rise of the Lycans , 530
Bundy , 1208
Would You Rather , 246
The Summit , 572
Harrison's Flowers , 1310
Tangled , 358
Roman Holiday , 1224
Sugar & Spice , 735
Safe Conduct , 610
Without a Paddle , 351
The Secret in Their Eyes , 1007
Easy Rider , 2727
The Pledge , 1075
Side by Side , 893
The Expendables 3 , 667
Pieces of April , 2811
Morvern Callar , 2726
Uncle Boonmee Who Can Recall His Past Lives , 1186
Wall Street: Money Never Sleeps , 2747
Remember the Titans , 518
Narc , 676
Eraser , 711
Shut Up and Play the Hits , 690
Pianomania , 691
Wristcutters: A Love Story , 1565
Not One Less , 2747
La Sapienza , 2732
Ricky , 1562
Giant , 2747
Raising Helen , 2483
Korkoro , 1258
Devils on the Doorstep , 1535
The Hunger Games: Catching Fire , 255
Revenge of the Nerds , 1534
A Shot at Glory , 1182
Dante's Peak , 669
Small Town Murder Songs , 1409
In the Shadow of Women , 2717
Pandora's Promise , 892
Lemming , 1008
Alone with Her , 1418
The Mask of Zorro , 819
Russian Ark , 358
Kinky Boots , 1579
Everyone Else , 2219
The Falling , 1376
Stranded: I've Come from a Plane That Crashed on the Mountains , 893
The Longest Week , 2835
The Spirit , 476
Fracture , 1076
Snow Falling on Cedars , 1458
Micmacs , 788
The Amazing Spider-Man , 527
We'll Never Have Paris , 1234
The Man Without a Face , 2747
Antiviral , 424
The Big Red One , 1248
Paranormal Activity 3 , 289
The Rage: Carrie 2 , 426
Assassin's Bullet , 1175
Laws of Attraction , 1236
Flamenco, Flamenco , 688
Good for Nothing , 73
The Battered Bastards of Baseball , 893
Tamala 2010: A Punk Cat in Space , 1527
Atonement , 1434
52 Tuesdays , 1164
Electric Shadows , 2747
12 O'Clock Boys , 344
The House Bunny , 1214
Not Easily Broken , 2229
Suburban Gothic , 942
Bobby Jones: Stroke of Genius , 1525
Date and Switch , 1515
A Scanner Darkly , 118
Get Carter , 1248
The Ice Storm , 2747
Mariachi Gringo , 1235
Blackthorn , 426
Get Santa , 589
To Die Like a Man , 1299
Legends of the Fall , 1310
Nanking , 198
Aliens of the Deep , 557
The Promotion , 1518
Shadow Dancer , 1729
Kabluey , 1517
Here Comes the Devil , 390
Czech Dream , 996
Court , 2738
Black Friday , 1206
Atlas Shrugged II: The Strike , 451
Be Cool , 463
Entrapment , 468
An Officer and a Gentleman , 2219
Big Night , 2737
3000 Miles to Graceland , 706
Man of Tai Chi , 1442
Excuse Me for Living , 1179
Moulin Rouge! , 1193
Who Killed Bambi? , 1747
The Sweet Hereafter , 2725
The Matador , 893
Abraham Lincoln: Vampire Hunter , 187
Lonely Hearts , 1928
Jar City , 1415
Legally Blonde 2: Red, White & Blonde , 1508
The Jimmy Show , 2834
Bad News Bears , 251
Persepolis , 454
A Tale of Love and Darkness , 2747
Lila & Eve , 1747
Hannah Takes the Stairs , 2461
Suspended Animation , 457
Goya's Ghosts , 616
Watermark , 893
Little Brothers , 2805
Where Do We Go Now? , 2834
Charlie's Angels: Full Throttle , 813
Lethal Weapon 4 , 818
The Mysteries of Pittsburgh , 1783
With Blood on My Hands: Pusher II , 1876
Nowhere Boy , 641
Muriel's Wedding , 2480
Insidious: Chapter 3 , 971
Meet Bill , 2798
Free Radicals , 2226
Out in the Dark , 2226
Prince of Broadway , 2749
The Kid with a Bike , 2724
Horton Hears a Who! , 418
Black or White , 2749
Hook , 536
It's All Gone Pete Tong , 1778
Funny People , 2820
Whores' Glory , 893
Respiro , 2747
Bunraku , 1159
Pump , 892
Sita Sings the Blues , 309
Stranded , 162
The ABCs of Death 2 , 557
Extremedays , 615
Smiling Fish & Goat on Fire , 1236
What Happened, Miss Simone? , 894
Faithless , 2220
Trilogy: Two , 1224
Soul Kitchen , 2799
Fort McCoy , 386
Conan O'Brien Can't Stop , 338
Escape from Tomorrow , 101
Truth , 1670
Shoah , 198
Bellflower , 1497
Candy , 2230
The Hedgehog , 2748
Freddy vs. Jason , 396
House on Haunted Hill , 500
Treasure Planet , 327
Torque , 782
Planet 51 , 423
Radiant City , 1520
Renaissance , 249
Booker's Place: A Mississippi Story , 143
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll , 690
The Broken Hearts Club: A Romantic Comedy , 2483
The United States of Leland , 1939
Extraterrestrial , 162
The Company Men , 2742
Unraveled , 894
Film socialisme , 2734
Spare Parts , 2749
Do I Sound Gay? , 885
The New Black , 123
Boat Trip , 1371
Phantom Halo , 1436
Zoolander , 1517
Writer of O , 892
A Walk to Remember , 2190
Billy Madison , 959
Go Get Some Rosemary , 2779
The Fan , 474
Revenge of the Green Dragons , 1254
Crime After Crime , 344
Mrs. Palfrey at the Claremont , 2828
Hamlet , 2735
State Property , 660
Death in Love , 1310
Held Up , 1448
The Terrorist , 2747
Barbershop 2: Back in Business , 2798
W. , 616
Beverly Hills Cop II , 791
Vegas Vacation , 1259
Incident at Loch Ness , 407
Men of Honor , 1492
Kung Fu Panda , 558
Deadfall , 1434
We Steal Secrets: The Story of WikiLeaks , 894
Spirited Away , 324
Race to Nowhere , 892
The Raid 2 , 815
Gainsbourg: A Heroic Life , 643
Nijinsky: The Diaries of Vaslav Nijinsky , 162
Something New , 2479
Peace, Love, & Misunderstanding , 1581
Justin Bieber: Never Say Never , 234
Twist of Faith , 894
The Raven , 686
A Most Violent Year , 1228
The Invisible Circus , 2749
Battle for Brooklyn , 1700
The Strange Case of Angelica , 2717
Zombie Honeymoon , 1253
Texas Rangers , 866
Whale Rider , 1170
The Intouchables , 1778
Suzanne , 2732
Top Five , 1179
Lockout , 632
She's Lost Control , 2731
Crossover , 26
Audition , 1294
The Legend of Zorro , 429
Calvaire , 292
Another Happy Day , 2835
Exit Elena , 2808
We're the Millers , 821
Princesa , 2226
Thirteen Days , 838
The Other Woman , 1236
Get Him to the Greek , 501
Every Secret Thing , 85
Saawariya , 1193
Louder Than Words , 1160
A Decade Under the Influence , 893
Sex and Death 101 , 2378
Prince , 2747
It's Complicated , 1231
Super 8 , 331
The Inbetweeners 2 , 1522
Why Did I Get Married? , 2812
Paul Blart: Mall Cop 2 , 613
Jude , 2225
Simon , 2834
Cowards Bend the Knee or The Blue Hands , 2214
Silent Light , 2737
This Is Martin Bonner , 2738
M. Butterfly , 1355
The Big Kahuna , 2832
Chinatown , 1075
Ordinary Sinner , 2229
White Chicks , 739
Need for Speed , 1255
Fido , 1577
Callas Forever , 643
Heaven , 1927
Chasing Mavericks , 518
Death Sentence , 1255
Forgiveness , 2749
Brotherhood of the Wolf , 368
A Girl Walks Home Alone at Night , 285
The Switch , 2482
The Filth and the Fury , 394
Bones Brigade: An Autobiography , 601
The Unbelievable Truth , 2480
Ushpizin , 2747
People Places Things , 1516
The Warrior's Way , 124
One Floor Below , 2748
Tiger Eyes , 2748
The Recruit , 1254
An Everlasting Piece , 1518
Not Cool , 509
L.A. Confidential , 1070
The Collector , 392
Osmosis Jones , 560
Blade: Trinity , 530
Holly , 2749
Look at Me , 1558
The Band's Visit , 1567
Run Lola Run , 403
Gasoline , 250
The Cove , 578
Mad City , 1436
A Place at the Table , 893
Gypsy 83 , 2229
Haunter , 497
Little Big Man , 15
Charlotte Sometimes , 2210
To the Limit , 598
Paragraph 175 , 198
Dreamland , 2748
Inside Deep Throat , 394
Man of Steel , 530
Life Is Hot in Cracktown , 1884
Poseidon , 867
Moonstruck , 2457
Bridget Jones: The Edge of Reason , 2483
Belle , 2229
Shine , 637
Mulholland Drive , 1006
Inside Out , 415
The Thieves , 381
Bicycling with Moli�re , 2820
Alive Inside , 565
United 93 , 1215
The Sicilian Girl , 1885
The Cooler , 2225
Prefontaine , 1524
Kandahar , 585
The Haunting of Molly Hartley , 971
Reel Injun , 893
My Best Enemy , 1537
Heartbreak Hospital , 499
Running with Scissors , 2832
Basquiat , 1488
The Galapagos Affair: Satan Came to Eden , 344
Went to Coney Island on a Mission from God... Be Back by Five , 2749
Boys of Abu Ghraib , 818
The Bullet Vanishes , 710
Imperial Dreams , 2748
The Twilight Saga: New Moon , 450
I Am Ali , 317
What's the Worst That Could Happen? , 739
The Wind Rises , 455
Venus and Serena , 893
Rushmore , 2789
Slackers , 1038
Jesus' Son , 2736
The Topp Twins: Untouchable Girls , 338
The Strange Little Cat , 1563
Wild Target , 791
Drawing Restraint 9 , 61
Stealing Beauty , 2226
The Bourne Identity , 471
Paprika , 53
Doom , 318
Starting Out in the Evening , 2215
The Peacemaker , 298
Little Secrets , 1596
The Willow Tree , 2743
The Portuguese Nun , 2747
The Boys & Girl from County Clare , 980
Amer , 387
Black Orpheus , 1345
The Way of the Gun , 1254
The Damned , 499
Araya , 894
Tenacious D in The Pick of Destiny , 408
The Caller , 1088
Unbroken , 518
How High , 1519
The Patriot , 569
Come Back to Me , 500
Extreme Ops , 626
Sherrybaby , 2743
The Gospel According to Philip K. Dick , 892
Notorious , 641
Yves Saint Laurent , 1492
Love and Honor , 1305
The Women on the 6th Floor , 1531
You Ain't Seen Nothin' Yet , 2738
Open Grave , 500
Awake , 687
The Dukes of Hazzard , 823
Evan Almighty , 354
The Losers , 1254
Rolling Family , 2819
Sur le chemin de l'�cole , 892
The Road to Guantanamo , 323
The Swell Season , 209
Drive Angry , 494
Chasing Madoff , 893
Little Miss Sunshine , 2806
ParaNorman , 418
The Twilight Saga: Breaking Dawn - Part 2 , 450
The Devil's Violinist , 459
The Witches of Eastwick , 273
Where the Truth Lies , 1087
Iron Island , 2741
Thirteen Conversations About One Thing , 2739
District B13 , 811
Young@Heart , 691
The Road Within , 2730
Anchorman: The Legend of Ron Burgundy , 1519
Beautiful Losers , 693
Raising Arizona , 2331
Distant , 2736
Body Heat , 1418
Spark: A Burning Man Story , 279
Santitos , 2805
Changeling , 555
Tiny Times 2.0 , 2212
Secret Sunshine , 2732
Wolf , 1436
Love at First Fight , 1224
Septien , 1713
The Whistleblower , 459
Camera Obscura , 1434
The Viral Factor , 1436
Milk , 611
Panic Room , 457
Highway , 1361
The Life Aquatic with Steve Zissou , 1781
Wind Chill , 965
Howl , 1488
Under the City's Skin , 2741
Ethan Mao , 1412
The Color of Time , 1525
Broken Horses , 1088
Breakfast of Champions , 1517
Butch Cassidy and the Sundance Kid , 86
Dark City , 250
Yes Man , 1235
Larry Crowne , 2483
Dirty Weekend , 2834
The Pursuit of Happyness , 1492
Roar , 93
12 Rounds , 817
Jodhaa Akbar , 460
Sunflower , 2229
Workingman's Death , 893
My Sister's Keeper , 2749
The Army of Shadows , 1237
Big Daddy , 2835
Union Square , 2735
Sightseers , 623
The Raid: Redemption , 296
Laggies , 1217
Lenny Cooke , 707
Hot Tub Time Machine 2 , 470
Nina's Heavenly Delights , 1531
All Relative , 2445
The Age of Adaline , 2229
Mondovino , 894
Monster's Ball , 2225
Ip Man , 778
The Dancer Upstairs , 1423
The Day After Tomorrow , 563
Oh My God , 886
Something's Gotta Give , 2477
Miller's Crossing , 1432
The Dilemma , 2830
Vertical Limit , 867
Everything Is Illuminated , 2835
The Oranges , 2483
Don 2 , 1254
The Clearing , 1006
Vivere , 2230
Meduzot , 2747
Kundun , 614
Battle Royale , 625
Reversal of Fortune , 728
The Incredible Burt Wonderstone , 1235
Songs from the Second Floor , 2810
Toy Story 3 , 415
Garage Days , 1579
The Twilight Samurai , 2223
Angela's Ashes , 2749
Red Doors , 2747
Diana , 1525
Big Ass Spider! , 485
The Visitor , 2741
Saving Silverman , 1082
The Kid & I , 1532
The Assassination of Jesse James by the Coward Robert Ford , 1205
Sex Positive , 893
The Tailor of Panama , 1733
The Joy Luck Club , 2734
Step Up 3D , 1360
Portraits chinois , 1224
Battle of the Year , 171
The Painting , 33
The Pool , 2735
Coco Before Chanel , 1487
Fidel , 781
Yossi , 2225
Just Visiting , 225
Terminator Genisys , 561
Murph: The Protector , 893
Animal Kingdom , 1409
BASEketball , 459
The Missing Person , 2747
The Dog , 288
We Don't Live Here Anymore , 2221
Mrs. Parker and the Vicious Circle , 1483
How to Eat Fried Worms , 567
America's Sweethearts , 1235
Vincere , 1464
The Caveman's Valentine , 1041
How to Train Your Dragon , 327
Radio Unnameable , 893
Judy Moody and the Not Bummer Summer , 582
Waking Life , 211
The Door in the Floor , 2808
Love Ranch , 2483
Jack the Giant Slayer , 130
Save Me , 2749
1408 , 292
This Is It , 691
Filly Brown , 1300
Safelight , 2669
The Woman Chaser , 1534
Black Souls , 2738
Autoerotic , 2739
Mysteries of Lisbon , 1399
The Middle of the World , 2719
Dirty Rotten Scoundrels , 728
The Monuments Men , 1258
Kawasaki's Rose , 2747
Traveller , 1929
Roll Bounce , 1569
Funny Girl , 1750
First Comes Love , 892
The Waiting Game , 1532
Esther Kahn , 2229
Wild Reeds , 2738
Diary of the Dead , 283
The Imitation Game , 1034
Eating Out 2: Sloppy Seconds , 1236
Harry Dean Stanton: Partly Fiction , 893
The Perfect Host , 724
Twisted , 1088
Tekkonkinkreet , 563
Antwone Fisher , 1492
The Invisible Woman , 609
The Man Who Wasn't There , 1881
The Constant Gardener , 1433
Just Like Us , 892
American Wedding , 1235
Before I Go to Sleep , 1458
Just a Sigh , 2229
King of California , 2819
Augustine , 2714
Hearts in Atlantis , 1411
Separate Lies , 1745
A Prophet , 1870
Catfish , 894
Lovers of Hate , 2781
Tucker: The Man and His Dream , 1481
Newlyweeds , 2795
The Messenger , 1297
Road Trip , 1522
Zerophilia , 1236
Midnight's Children , 2747
Mad Max 2: The Road Warrior , 555
Spotlight , 613
Showtime , 791
You Kill Me , 1193
The King and the Mockingbird , 164
Empty Nest , 2835
Days of Santiago , 2749
All Good Things , 1081
Drive Me Crazy , 2483
The Incredibles , 548
Brothers of the Head , 1300
The Ten , 1515
Now & Later , 2691
The Damned United , 1765
The Roommate , 967
Burma VJ: Reporter i et lukket land , 148
The Count of Monte Cristo , 867
8 Mile , 1296
The Boys: The Sherman Brothers' Story , 893
True Legend , 565
The Human Centipede II (Full Sequence) , 285
Afflicted , 492
Lost & Found , 1197
Welcome to Collinwood , 725
Syriana , 1733
Liberal Arts , 2834
The King Is Alive , 2749
The Slaughter Rule , 1182
Garden Party , 2748
Superman Returns , 507
12 Years a Slave , 609
12:08 East of Bucharest , 2799
The Sweetest Thing , 1236
The Good Night , 1565
Red Flag , 2448
The Outrageous Sophie Tucker , 893
The Hurt Locker , 814
Blue Jasmine , 2738
Queen of the Desert , 1491
Captain Corelli's Mandolin , 1360
Step Up All In , 1360
Inner Demons , 294
24 Hour Party People , 1756
Winged Migration , 893
The Object of My Affection , 2482
The Forgotten Space , 892
Albert Nobbs , 2748
The High Cost of Living , 2749
The Nature of Existence , 892
Happy Tears , 2835
How to Deal , 2483
Kill Your Darlings , 1516
Humpday , 1462
Exists , 283
That Evening Sun , 2738
Frontier(s) , 396
Silent Night , 277
Time Changer , 252
Rosencrantz and Guildenstern Are Undead , 1517
Bagdad Cafe , 2817
Say It Isn't So , 1223
Innocence , 169
Una noche , 2743
Wetlands , 2726
Fort Tilden , 1424
The Life and Mind of Mark DeFriest , 249
The Year of Living Dangerously , 1306
Family Weekend , 2833
Tristan + Isolde , 2229
Lost Highway , 1746
Ginger Snaps , 295
K-11 , 2492
Unforgivable , 2731
Filth , 2329
Timecrimes , 148
Nick and Norah's Infinite Playlist , 1574
Red Obsession , 148
Daniel and Ana , 1746
The Prophet , 18
Scatter My Ashes at Bergdorf's , 894
Dona Flor and Her Two Husbands , 1531
Vampires , 585
Tibet: Cry of the Snow Lion , 666
The FP , 1518
Harry Potter and the Chamber of Secrets , 269
Dreamer: Inspired by a True Story , 226
Are We Done Yet? , 1592
Clay Pigeons , 739
Ronin , 777
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers , 893
Date Night , 1199
Teaching Mrs. Tingle , 500
Hansel & Gretel: Witch Hunters , 166
The Liberator , 616
The Weather Underground , 198
Fireproof , 2103
In the Courtyard , 2825
A League of Ordinary Gentlemen , 599
One to Another , 2749
Carandiru , 1882
Sahara , 823
Underdog , 823
Better Living Through Chemistry , 2835
Moli�re , 406
A Borrowed Identity , 2747
Dear White People , 2749
Blood Done Sign My Name , 2749
6 Years , 2226
Just Married , 1235
Springtime in a Small Town , 2206
To the Arctic 3D , 892
American History X , 1885
Princesas , 2748
Memory , 972
The Book of Life , 421
Chinese Zodiac , 432
The Wind That Shakes the Barley , 384
La sierra , 893
Violet & Daisy , 791
Answers to Nothing , 1409
Dead Snow , 559
Woman in Gold , 2749
Before Sunset , 2216
Our Family Wedding , 1234
95 Miles to Go , 1011
Accidental Love , 1237
Apollo 18 , 248
Grind , 345
Metropolis , 403
This Girl's Life , 2736
Keeping Up with the Steins , 1501
Illegal Tender , 1436
The Sisterhood of Night , 1008
The First Beautiful Thing , 2828
Michael , 1741
No Escape , 298
The Queen of Versailles , 894
The German Doctor , 838
State and Main , 2792
Simon Birch , 2834
Haven , 1885
The Chumscrubber , 2834
Dirty Dancing , 1353
Runaway Jury , 1745
Flyboys , 868
Despicable Me 2 , 359
I'm Not Scared , 1076
Sky Captain and the World of Tomorrow , 456
The Bitter Buddha , 985
Falling Overnight , 2229
Dinosaur , 327
Dark Places , 1018
In the Loop , 1496
Interview , 2747
Notes on a Scandal , 1740
J.S.A.: Joint Security Area , 818
Two Step , 1412
The Exorcism of Emily Rose , 971
The Last Mistress , 2204
Mars Attacks! , 468
War Story , 2709
12 and Holding , 2749
All Is Lost , 817
The Downfall of Berlin: Anonyma , 386
After Earth , 563
Pineapple Express , 785
Empire of the Sun , 386
Saw II , 294
Gone , 1018
Runner Runner , 405
A Better Life , 2748
The Missing , 68
Mr. & Mrs. Smith , 788
The Baader Meinhof Complex , 454
The House I Live In , 893
First Cousin Once Removed , 893
Lakeboat , 2744
Night at the Museum , 823
Back to the Future Part II , 823
The Hobbit: The Desolation of Smaug , 130
The Fearless Freaks , 397
Tchoupitoulas , 893
2 Days in Paris , 2479
The Midnight Meat Train , 389
Personal Velocity: Three Portraits , 2220
The Boy Next Door , 241
Confidence , 403
Beyond Outrage , 1254
The Code , 815
Gunner Palace , 575
Topsy-Turvy , 1748
4:44 Last Day on Earth , 244
The Oregonian , 481
Oyster Farmer , 2483
The Angriest Man in Brooklyn , 2436
Rain , 2223
Hudson Hawk , 631
Predestination , 448
The Greatest Movie Ever Sold , 988
The Outsiders , 1880
The End of the Line , 894
Waydowntown , 1517
Grabbers , 235
Secondhand Lions , 1598
14 Blades , 570
The Emperor's New Clothes , 2482
The Watch , 490
Poltergeist , 389
Good Luck Chuck , 2252
The City of Lost Children , 20
Au Hasard Balthazar , 2704
Vic + Flo Saw a Bear , 1395
Eros , 2230
Rififi , 1400
